NU_ANO_CENSO,CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,TP_SITUACAO_FUNCIONAMENTO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,CO_ESCOLA_SEDE_VINCULADA,CO_IES_OFERTANTE,TP_REGULAMENTACAO,IN_LOCAL_FUNC_PREDIO_ESCOLAR,TP_OCUPACAO_PREDIO_ESCOLAR,IN_LOCAL_FUNC_SALAS_EMPRESA,IN_LOCAL_FUNC_SOCIOEDUCATIVO,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_LOCAL_FUNC_TEMPLO_IGREJA,IN_LOCAL_FUNC_CASA_PROFESSOR,IN_LOCAL_FUNC_GALPAO,TP_OCUPACAO_GALPAO,IN_LOCAL_FUNC_SALAS_OUTRA_ESC,IN_LOCAL_FUNC_OUTROS,IN_PREDIO_COMPARTILHADO,IN_AGUA_FILTRADA,IN_AGUA_REDE_PUBLICA,IN_AGUA_POCO_ARTESIANO,IN_AGUA_CACIMBA,IN_AGUA_FONTE_RIO,IN_AGUA_INEXISTENTE,IN_ENERGIA_REDE_PUBLICA,IN_ENERGIA_GERADOR,IN_ENERGIA_OUTROS,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_REDE_PUBLICA,IN_ESGOTO_FOSSA,IN_ESGOTO_INEXISTENTE,IN_LIXO_COLETA_PERIODICA,IN_LIXO_QUEIMA,IN_LIXO_JOGA_OUTRA_AREA,IN_LIXO_RECICLA,IN_LIXO_ENTERRA,IN_LIXO_OUTROS,IN_SALA_DIRETORIA,IN_SALA_PROFESSOR,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_SALA_ATENDIMENTO_ESPECIAL,IN_QUADRA_ESPORTES_COBERTA,IN_QUADRA_ESPORTES_DESCOBERTA,IN_QUADRA_ESPORTES,IN_COZINHA,IN_BIBLIOTECA,IN_SALA_LEITURA,IN_BIBLIOTECA_SALA_LEITURA,IN_PARQUE_INFANTIL,IN_BERCARIO,IN_BANHEIRO_FORA_PREDIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_DEPENDENCIAS_PNE,IN_SECRETARIA,IN_BANHEIRO_CHUVEIRO,IN_REFEITORIO,IN_DESPENSA,IN_ALMOXARIFADO,IN_AUDITORIO,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_ALOJAM_ALUNO,IN_ALOJAM_PROFESSOR,IN_AREA_VERDE,IN_LAVANDERIA,IN_DEPENDENCIAS_OUTRAS,NU_SALAS_EXISTENTES,NU_SALAS_UTILIZADAS,IN_EQUIP_TV,IN_EQUIP_VIDEOCASSETE,IN_EQUIP_DVD,IN_EQUIP_PARABOLICA,IN_EQUIP_COPIADORA,IN_EQUIP_RETROPROJETOR,IN_EQUIP_IMPRESSORA,IN_EQUIP_IMPRESSORA_MULT,IN_EQUIP_SOM,IN_EQUIP_MULTIMIDIA,IN_EQUIP_FAX,IN_EQUIP_FOTO,IN_COMPUTADOR,NU_EQUIP_TV,NU_EQUIP_VIDEOCASSETE,NU_EQUIP_DVD,NU_EQUIP_PARABOLICA,NU_EQUIP_COPIADORA,NU_EQUIP_RETROPROJETOR,NU_EQUIP_IMPRESSORA,NU_EQUIP_IMPRESSORA_MULT,NU_EQUIP_SOM,NU_EQUIP_MULTIMIDIA,NU_EQUIP_FAX,NU_EQUIP_FOTO,NU_COMPUTADOR,NU_COMP_ADMINISTRATIVO,NU_COMP_ALUNO,IN_INTERNET,IN_BANDA_LARGA,NU_FUNCIONARIOS,IN_ALIMENTACAO,TP_AEE,TP_ATIVIDADE_COMPLEMENTAR,IN_FUNDAMENTAL_CICLOS,TP_LOCALIZACAO_DIFERENCIADA,IN_MATERIAL_ESP_QUILOMBOLA,IN_MATERIAL_ESP_INDIGENA,IN_MATERIAL_ESP_NAO_UTILIZA,IN_EDUCACAO_INDIGENA,TP_INDIGENA_LINGUA,CO_LINGUA_INDIGENA,IN_BRASIL_ALFABETIZADO,IN_FINAL_SEMANA,IN_FORMACAO_ALTERNANCIA,IN_MEDIACAO_PRESENCIAL,IN_MEDIACAO_SEMIPRESENCIAL,IN_MEDIACAO_EAD,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,IN_COMUM_CRECHE,IN_COMUM_PRE,IN_COMUM_FUND_AI,IN_COMUM_FUND_AF,IN_COMUM_MEDIO_MEDIO,IN_COMUM_MEDIO_INTEGRADO,IN_COMUM_MEDIO_NORMAL,IN_ESP_EXCLUSIVA_CRECHE,IN_ESP_EXCLUSIVA_PRE,IN_ESP_EXCLUSIVA_FUND_AI,IN_ESP_EXCLUSIVA_FUND_AF,IN_ESP_EXCLUSIVA_MEDIO_MEDIO,IN_ESP_EXCLUSIVA_MEDIO_INTEGR,IN_ESP_EXCLUSIVA_MEDIO_NORMAL,IN_COMUM_EJA_FUND,IN_COMUM_EJA_MEDIO,IN_COMUM_EJA_PROF,IN_ESP_EXCLUSIVA_EJA_FUND,IN_ESP_EXCLUSIVA_EJA_MEDIO,IN_ESP_EXCLUSIVA_EJA_PROF,IN_COMUM_PROF,IN_ESP_EXCLUSIVA_PROF
2017,35004390,ROSANA SCARPEL DA SILVA PROFA EMEI,20205,1,06/02/2017,15/12/2017,3,3513,35050,35,3549904,354990405,3,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,25,1,0,0,,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,33176990,MINHA ESCOLA,0170P,1,02/02/2017,21/12/2017,3,3306,33018,33,3304557,330455705,4,1,1,0,,1,0,0,0,0,,,1,1,2,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,7,6,1,0,1,0,0,0,0,1,1,0,0,0,1,3,0,2,0,0,0,0,1,1,0,0,0,1,1,0,1,1,9,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,51066491,COOPEC - COOPERATIVA DE EDUCADORES CRISTAOS,51027,1,30/01/2017,15/12/2017,5,5104,51017,51,5103403,510340305,4,1,1,0,,0,0,1,0,0,,,2,1,2,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,5,4,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,2,1,1,1,1,8,0,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,26168642,INSTITUTO EDUCACIONAL CECILIA MEIRELES,00003,1,06/02/2017,29/12/2017,2,2605,26017,26,2609600,260960005,4,1,1,0,,0,0,0,0,1,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8,8,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,12,0,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,13060040,ESC BARTOLOMEU DE GUSMAO,0MI39,1,24/03/2017,23/11/2017,1,1303,13009,13,1301902,130190205,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,35428267,ESCOLA DE EDUCACAO INFANTIL MONDRIAN,19921,1,30/01/2017,14/12/2017,3,3515,35061,35,3550308,355030888,4,1,1,0,,1,0,0,0,0,,,1,1,2,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,11,11,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,3,0,4,0,6,1,0,3,4,4,1,1,1,40,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,17051690,INSTITUTO EDUCACIONAL GUNNAR VINGREN,00011,1,23/01/2017,22/12/2017,1,1701,17002,17,1705508,170550805,2,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,6,5,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,2,1,2,1,0,1,15,6,9,1,1,26,1,1,1,0,0,0,0,1,0,,,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,23140020,TEREZA DUTRA EMEIF,00017,1,23/01/2017,14/12/2017,2,2306,23026,23,2303808,230380807,3,1,,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,7,1,1,1,0,1,0,1,0,1,1,0,1,1,2,1,1,0,2,0,2,0,5,1,0,1,7,1,7,1,1,26,1,0,1,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,32075146,EMEF JORGE AMADO,00001,1,14/02/2017,20/12/2017,3,3203,32009,32,3205002,320500215,3,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,16,5,1,0,1,0,1,1,1,0,1,1,1,1,1,2,0,2,0,2,1,1,0,5,2,1,1,40,14,26,1,1,90,1,1,1,0,0,0,0,1,0,,,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,21208395,EM BOM JESUS,00007,1,13/02/2017,22/12/2017,2,2102,21008,21,2102325,210232505,3,2,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,11,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,0,1,0,,,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,29041791,ESCOLA PROFESSORA MARIA CUSTODIO CHAVES,00001,1,13/02/2017,19/12/2017,2,2902,29006,29,2933604,293360405,3,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,6,6,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,3,1,3,0,0,1,0,1,1,1,0,0,0,22,1,0,1,0,0,0,0,1,0,,,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,29712629,CENTRO DE EDUCACAO INFANTIL MUNICIPAL LIRIOS DO VALE,00022,1,06/03/2017,21/12/2017,2,2906,29024,29,2918001,291800105,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,0,2,2,0,0,0,15,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31027782,EM STO ANTONIO,00005,1,06/02/2017,15/12/2017,3,3103,31010,31,3125408,312540805,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,12,12,1,0,1,1,0,0,1,0,1,1,0,1,1,2,0,2,1,0,0,2,0,1,1,0,1,2,2,0,1,0,28,1,0,0,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,21255873,EMEF SIMEAO DA SILVA RIOS,00019,1,01/01/2017,31/12/2017,2,2104,21017,21,2112209,211220905,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,51042754,EMEB EURAIDE DE PAULA,51090,1,06/02/2017,22/12/2017,5,5104,51017,51,5108402,510840205,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,16,1,0,1,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31317608,EM JANDIRA GALINDO,00028,1,06/02/2017,19/12/2017,3,3112,31064,31,3165701,316570105,3,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,8,8,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,2,0,2,2,1,1,0,0,24,4,20,1,1,44,1,0,1,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,25276921,EDUCANDARIO TRACOS E LETRAS,00006,1,30/01/2017,21/12/2017,2,2501,25004,25,2510808,251080805,4,1,1,0,,1,0,0,0,0,,,2,1,2,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,8,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,1,1,1,0,12,0,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31323799,EM SONIA BRAGA DA CRUZ RIBEIRO SILVA,00001,1,06/02/2017,20/12/2017,3,3107,31030,31,3118601,311860105,3,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,9,8,1,0,1,0,1,1,1,0,1,1,0,1,1,2,0,2,0,3,1,4,0,5,2,0,2,19,9,10,1,1,54,1,0,1,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,33150346,SENAI JACAREPAGUA,11009,1,02/01/2017,15/12/2017,3,3306,33018,33,3304557,330455705,4,1,1,0,,0,0,0,1,0,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,27,27,1,0,1,1,0,0,1,1,1,1,0,0,1,3,0,2,1,0,0,5,5,6,6,0,0,240,140,100,1,1,80,0,0,0,,0,0,0,1,0,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,25041770,EMEIEF ELIAS JOSE DOS SANTOS,00003,1,06/02/2017,22/12/2017,2,2502,25010,25,2501351,250135105,3,2,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,1,15,1,14,0,0,4,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,33148767,CENTRO DE EDUCACAO E CULTURA ALPHA,11006,1,06/02/2017,15/12/2017,3,3306,33018,33,3304557,330455705,4,1,1,0,,0,0,0,0,1,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,13,13,1,0,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,5,3,2,1,0,1,35,10,25,1,1,43,0,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,22128972,PRE ESCOLA TIA CECILIA,00009,1,20/03/2017,21/12/2017,2,2204,22015,22,2206050,220605005,3,2,,,,,,,,,,,1,0,,0,0,0,0,0,0,0,,0,1,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,27001857,GRUPO MUNICIPAL SARGENTO GUILHERME,00011,2,,,2,2701,27001,27,2703304,270330405,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,29353041,ESCOLA MUNICIPAL CAMINHAR,00019,2,,,2,2903,29012,29,2910800,291080005,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,29311446,ESCOLA SAO JUDAS,00005,2,,,2,2907,29031,29,2920908,292090805,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,21266360,EM JOAO PAULO II,00007,2,,,2,2102,21008,21,2102036,210203605,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,23096373,FRANCISCO LOURENCO E E F,00012,3,,,2,2304,23019,23,2302404,230240405,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11000449,EMEF ANIBAL MARTINS,00009,2,,,1,1101,11001,11,1100205,110020540,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,29417325,PREDIO ESCOLA JOANA DARC,00008,2,,,2,2906,29028,29,2912301,291230105,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,29389879,ESCOLA MUNICIPAL QUEIMADAS,00017,2,,,2,2904,29013,29,2924207,292420705,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,29416310,ESCOLA MUNICIPAL DE SAO GONCALO,00012,2,,,2,2906,29022,29,2919801,291980105,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,24078247,INSTITUTO EDUCACIONAL UM PASSO PARA O FUTURO,00001,2,,,2,2404,24018,24,2408102,240810205,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,31124583,PECON DE MUZAMBINHO,00019,2,,,3,3110,31048,31,3144102,314410205,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,42152615,IFC - CAMPUS SAO BENTO DO SUL,,1,06/02/2017,12/12/2017,4,4202,42007,42,4215802,421580205,1,1,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,7,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0,9,0,3,80,80,80,1,1,54,0,0,0,,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,29464943,CENTRO EDUCACIONAL JOANA ANGELICA,00026,1,06/02/2017,22/12/2017,2,2905,29021,29,2927408,292740805,4,1,1,0,,1,0,0,0,0,,,1,1,2,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
